tempo_s,V_RMS_A,V_RMS_B,V_RMS_C,I_RMS_A,I_RMS_B,I_RMS_C
0.0,26065.585396376,25991.778411804473,26068.350502912635,14.204062665701496,10.924307563255029,10.295833568106906
5e-05,26068.166965310877,25992.122292917305,26065.77129578019,14.20259136011267,10.92575250306996,10.29422324300149
0.0001,26073.360778976246,25993.402196460185,26060.897366260695,14.199789243625107,10.928723749546611,10.291742064377294
0.00015000000000000001,26081.046888788926,25995.04632549827,26053.56213534051,14.195794119470037,10.93319358869605,10.288866750422859
0.0002,26091.130073072956,25996.20287501983,26043.4481089346,14.190746398611173,10.939068884755608,10.285877895100631
0.00025,26103.644360597587,25997.08157627691,26030.631897086245,14.184798693505469,10.946300209926516,10.283214242773985
0.00030000000000000003,26118.520630833635,25997.757442749466,26015.1787798146,14.17799987150647,10.954935060031909,10.281144394366265
0.00035,26135.630755092032,25997.780383823174,25996.965232160423,14.17028662394014,10.965149934579735,10.27965846766675
0.0004,26155.048073615857,25997.45951241065,25976.059046826977,14.16156737343674,10.977029928240368,10.278437072894402
0.00045000000000000004,26176.88872870845,25997.452912579767,25952.614243513064,14.15169903131403,10.990441944804443,10.276752647109285
0.0005,26201.06274496355,25997.6731805759,25926.645089646594,14.140481366473661,11.005346686635987,10.27396787817034
0.00055,26227.509028294593,25998.154378268933,25898.291943139833,14.127806191415184,11.021821827408463,10.269918772941448
0.0006000000000000001,26256.326549656962,25999.56552026531,25867.839925960598,14.113749483428187,11.039698920476336,10.264665691109494
0.0006500000000000001,26287.475592939536,26001.839912897816,25835.26726131421,14.09845484528183,11.058649290317224,10.258340520233235
0.0007,26320.7686407876,26004.11993866105,25800.344513400945,14.082038936021789,11.078511883183163,10.251201588918738
0.00075,26356.110895584778,26006.328071254695,25763.20726736508,14.064681898073495,11.099291096693609,10.243816882376967
0.0008,26393.439265358153,26008.782641253205,25724.045048505806,14.046643848634446,11.121038326056903,10.237001042183868
0.0008500000000000001,26432.63017460483,26010.870497953147,25682.517256566818,14.028048561319185,11.143818670103698,10.231027807964738
0.0009000000000000001,26473.600594886637,26012.087467165304,25638.39221190574,14.008792534153963,11.167749330530418,10.225461862263288
0.00095,26516.316224960017,26013.046020173315,25592.00180345812,13.988722151729927,11.193013001116197,10.219995524179273
0.001,26560.70675165921,26014.096794329133,25543.48165465811,13.967703532728546,11.219757689428832,10.214448957102043
0.0010500000000000002,26606.747190032504,26015.01351243167,25492.735390783797,13.945568861514815,11.24800140678589,10.20826595219679
0.0011,26654.50959894936,26016.272752164095,25440.03708291626,13.922192825538106,11.27755481161855,10.200925650371005
0.00115,26703.938633658563,26018.36142117546,25385.654830027637,13.897551235927697,11.308025245980849,10.1922561440323
0.0012000000000000001,26754.83920030609,26020.83004452211,25329.626762679483,13.87172346772678,11.339107119814035,10.182332453632869
0.00125,26807.167416657165,26023.562117611385,25272.185841214563,13.84497746561015,11.370690488507508,10.17174927816028
0.0013000000000000002,26860.92094473391,26026.91243332252,25213.44391856528,13.81768595397968,11.40253691425872,10.161311146249297
0.00135,26915.86830803257,26030.304552810045,25153.097616585746,13.790056547289119,11.434401257676807,10.151286898061977
