arquivo,tipo_sistema,com_regulador,sem_aterramento,condicao_aterramento,tipo_falta,local_falta,m1,t_falta,800_I_pico_A,800_I_pico_B,800_I_pico_C,800_I_pico_max,800_V_min,800_V_max,818_I_pico_A,818_I_pico_B,818_I_pico_C,818_I_pico_max,818_V_min,818_V_max,820_I_pico_A,820_I_pico_B,820_I_pico_C,820_I_pico_max,820_V_min,820_V_max,822_I_pico_A,822_I_pico_B,822_I_pico_C,822_I_pico_max,822_V_min,822_V_max,800_I0,800_I1,800_I2,818_I0,818_I1,818_I2,820_I0,820_I1,820_I2,822_I0,822_I1,822_I2
Qualificacao__R_818_2_Meio_-_Falta_AB__m10p99_py,T2F,False,False,COM Aterramento,AB,Barra 818.2,0.99,0.25,15.005113610430215,12.91141076617088,13.004514178762266,15.005113610430215,26052.373331116447,26069.890565704518,23.831289783555523,21.276049197172785,20.70586646417841,23.831289783555523,14129.998162918226,14666.994789762162,10.495917478345518,9.388401776097188,9.1554512644359,10.495917478345518,13805.326227617148,14104.195005252344,10.487492577513468,9.384860743360665,9.151973887479848,10.487492577513468,13744.547397926859,14024.151437106986,0.21555188840901643,12.965081127256987,0.49990240273250836,4.1363651340430316e-14,21.01102030312954,0.34960859699234026,8.70737033282198e-15,9.273715899088213,0.1403063857309187,1.49824815414945e-14,9.266706227673373,0.1402245432528918
Qualificacao__R_818_2_Meio_-_Falta_ABC__m10p01_py,T2F,False,False,COM Aterramento,ABC,Barra 818.2,0.01,0.25,15.005538014219315,12.911527200531852,13.00482601290716,15.005538014219315,26052.373849188174,26069.89045815824,23.831987606360585,21.276334699862357,20.705986485299746,23.831987606360585,14129.991106260986,14666.985675175505,10.496152707999489,9.388497981338817,9.155491950741823,10.496152707999489,13805.441600649174,14104.398717604245,10.487682595627913,9.384938374375361,9.152006919625608,10.487682595627913,13744.696342494559,14024.41674818765,0.21555464508389066,12.965356171258735,0.5000303730327532,4.7899458423133207e-14,21.011467578569025,0.34981512590306596,3.3755973574849027e-15,9.27386676400784,0.14037449093886978,1.4482725902850536e-14,9.266828101837762,0.14027922218707484
Qualificacao__R_818_2_Meio_-_Falta_ABC__m10p50_py,T2F,False,False,COM Aterramento,ABC,Barra 818.2,0.5,0.25,15.0053273523478,12.911463250876016,13.004667537013445,15.0053273523478,26052.373620199105,26069.89054085812,23.83163587467584,21.276190769717154,20.70592645183919,23.83163587467584,14129.994450135262,14666.990282938174,10.496033653054127,9.38844927448209,9.155471586725284,10.496033653054127,13805.382979054546,14104.294509999196,10.487586147536112,9.384898954906868,9.151990382721033,10.487586147536112,13744.621093712878,14024.281824417285,0.21555668242221238,12.965216927922881,0.49996664015149866,4.1739136114380216e-14,21.01124241361465,0.34971050489674266,3.0315391380987954e-14,9.273790546714466,0.1403397569354098,2.1620451242961953e-14,9.266766380632406,0.14025120197399896
Qualificacao__R_818_2_Meio_-_Falta_ABC__m10p99_py,T2F,False,False,COM Aterramento,ABC,Barra 818.2,0.99,0.25,15.005113610430215,12.91141076617088,13.004514178762266,15.005113610430215,26052.373331116447,26069.890565704518,23.831289783555523,21.276049197172785,20.70586646417841,23.831289783555523,14129.998162918226,14666.994789762162,10.495917478345518,9.388401776097188,9.1554512644359,10.495917478345518,13805.326227617148,14104.195005252344,10.487492577513468,9.384860743360665,9.151973887479848,10.487492577513468,13744.547397926859,14024.151437106986,0.21555188840901643,12.965081127256987,0.49990240273250836,4.1363651340430316e-14,21.01102030312954,0.34960859699234026,8.70737033282198e-15,9.273715899088213,0.1403063857309187,1.49824815414945e-14,9.266706227673373,0.1402245432528918
Qualificacao__R_818_2_Meio_-_Falta_AC__m10p01_py,T2F,False,False,COM Aterramento,AC,Barra 818.2,0.01,0.25,15.005538014219315,12.911527200531852,13.00482601290716,15.005538014219315,26052.373849188174,26069.89045815824,23.831987606360585,21.276334699862357,20.705986485299746,23.831987606360585,14129.991106260986,14666.985675175505,10.496152707999489,9.388497981338817,9.155491950741823,10.496152707999489,13805.441600649174,14104.398717604245,10.487682595627913,9.384938374375361,9.152006919625608,10.487682595627913,13744.696342494559,14024.41674818765,0.21555464508389066,12.965356171258735,0.5000303730327532,4.7899458423133207e-14,21.011467578569025,0.34981512590306596,3.3755973574849027e-15,9.27386676400784,0.14037449093886978,1.4482725902850536e-14,9.266828101837762,0.14027922218707484
Qualificacao__R_818_2_Meio_-_Falta_AC__m10p50_py,T2F,False,False,COM Aterramento,AC,Barra 818.2,0.5,0.25,15.0053273523478,12.911463250876016,13.004667537013445,15.0053273523478,26052.373620199105,26069.89054085812,23.83163587467584,21.276190769717154,20.70592645183919,23.83163587467584,14129.994450135262,14666.990282938174,10.496033653054127,9.38844927448209,9.155471586725284,10.496033653054127,13805.382979054546,14104.294509999196,10.487586147536112,9.384898954906868,9.151990382721033,10.487586147536112,13744.621093712878,14024.281824417285,0.21555668242221238,12.965216927922881,0.49996664015149866,4.1739136114380216e-14,21.01124241361465,0.34971050489674266,3.0315391380987954e-14,9.273790546714466,0.1403397569354098,2.1620451242961953e-14,9.266766380632406,0.14025120197399896
Qualificacao__R_818_2_Meio_-_Falta_AC__m10p99_py,T2F,False,False,COM Aterramento,AC,Barra 818.2,0.99,0.25,15.005113610430215,12.91141076617088,13.004514178762266,15.005113610430215,26052.373331116447,26069.890565704518,23.831289783555523,21.276049197172785,20.70586646417841,23.831289783555523,14129.998162918226,14666.994789762162,10.495917478345518,9.388401776097188,9.1554512644359,10.495917478345518,13805.326227617148,14104.195005252344,10.487492577513468,9.384860743360665,9.151973887479848,10.487492577513468,13744.547397926859,14024.151437106986,0.21555188840901643,12.965081127256987,0.49990240273250836,4.1363651340430316e-14,21.01102030312954,0.34960859699234026,8.70737033282198e-15,9.273715899088213,0.1403063857309187,1.49824815414945e-14,9.266706227673373,0.1402245432528918
Qualificacao__R_818_2_Meio_-_Falta_BC__m10p01_py,T2F,False,False,COM Aterramento,BC,Barra 818.2,0.01,0.25,15.005538014219315,12.911527200531852,13.00482601290716,15.005538014219315,26052.373849188174,26069.89045815824,23.831987606360585,21.276334699862357,20.705986485299746,23.831987606360585,14129.991106260986,14666.985675175505,10.496152707999489,9.388497981338817,9.155491950741823,10.496152707999489,13805.441600649174,14104.398717604245,10.487682595627913,9.384938374375361,9.152006919625608,10.487682595627913,13744.696342494559,14024.41674818765,0.21555464508389066,12.965356171258735,0.5000303730327532,4.7899458423133207e-14,21.011467578569025,0.34981512590306596,3.3755973574849027e-15,9.27386676400784,0.14037449093886978,1.4482725902850536e-14,9.266828101837762,0.14027922218707484
Qualificacao__R_818_2_Meio_-_Falta_BC__m10p50_py,T2F,False,False,COM Aterramento,BC,Barra 818.2,0.5,0.25,15.0053273523478,12.911463250876016,13.004667537013445,15.0053273523478,26052.373620199105,26069.89054085812,23.83163587467584,21.276190769717154,20.70592645183919,23.83163587467584,14129.994450135262,14666.990282938174,10.496033653054127,9.38844927448209,9.155471586725284,10.496033653054127,13805.382979054546,14104.294509999196,10.487586147536112,9.384898954906868,9.151990382721033,10.487586147536112,13744.621093712878,14024.281824417285,0.21555668242221238,12.965216927922881,0.49996664015149866,4.1739136114380216e-14,21.01124241361465,0.34971050489674266,3.0315391380987954e-14,9.273790546714466,0.1403397569354098,2.1620451242961953e-14,9.266766380632406,0.14025120197399896
Qualificacao__R_818_2_Meio_-_Falta_BC__m10p99_py,T2F,False,False,COM Aterramento,BC,Barra 818.2,0.99,0.25,15.005113610430215,12.91141076617088,13.004514178762266,15.005113610430215,26052.373331116447,26069.890565704518,23.831289783555523,21.276049197172785,20.70586646417841,23.831289783555523,14129.998162918226,14666.994789762162,10.495917478345518,9.388401776097188,9.1554512644359,10.495917478345518,13805.326227617148,14104.195005252344,10.487492577513468,9.384860743360665,9.151973887479848,10.487492577513468,13744.547397926859,14024.151437106986,0.21555188840901643,12.965081127256987,0.49990240273250836,4.1363651340430316e-14,21.01102030312954,0.34960859699234026,8.70737033282198e-15,9.273715899088213,0.1403063857309187,1.49824815414945e-14,9.266706227673373,0.1402245432528918
Qualificacao__R_820_-_Falta_AB_py,T2F,False,False,COM Aterramento,AB,Barra 820,0.5,0.25,85.75677562402386,40.18111012248611,43.45440216851433,85.75677562402386,25501.102900599963,26083.524344551963,123.97889299874835,122.78969854735924,20.70658157163924,123.97889299874835,11792.116834077015,14638.907481261836,9.503905341152425,9.38832053210426,9.155451832168152,9.503905341152425,8120.2274349125655,13746.568664383023,9.500057957891455,9.384770261027226,9.151970635671276,9.500057957891455,8074.165148164542,13694.654715145794,1.1828550809201381,44.568123701093086,32.09123068033058,1.9033193581735746e-13,74.62451559089656,54.123732382277666,7.466629306199868e-14,7.191674978237909,2.178918444389944,1.9177822264713958e-13,7.18622409167125,2.177255896969786
Qualificacao__R_820_-_Falta_ABC_py,T2F,False,False,COM Aterramento,ABC,Barra 820,0.5,0.25,85.75791837510434,76.31782019064183,77.07608524236427,85.75791837510434,25664.275226383485,25705.668489587966,145.72999775075317,131.12762601996377,131.83672747896017,145.72999775075317,10280.904482117834,11781.450444779128,9.44899579456116,9.388332355553782,9.15537153661536,9.44899579456116,8112.883030372374,8395.240928061663,9.445422274812755,9.384782079821955,9.151890370563667,9.445422274812755,8066.863040058608,8371.97802166341,1.1813625895598068,76.11518176680742,1.2410498099777587,5.791492380762188e-13,130.08765172749264,2.5918954077252763,4.352703589160097e-14,5.475649306792557,0.1115360475114932,4.01299770124375e-13,5.47150164332311,0.11144551033601419
Qualificacao__R_820_-_Falta_AC_py,T2F,False,False,COM Aterramento,AC,Barra 820,0.5,0.25,45.850330912172204,38.867364232173976,78.27022805453743,78.27022805453743,25500.423720836854,26054.4988666867,122.01386280398721,21.384796382118605,113.24559564539425,122.01386280398721,10373.298835687501,14016.844753353918,9.448989096956847,9.464312518592102,9.155428797999443,9.464312518592102,8250.138123114293,14252.31897546225,9.445415580389035,9.457152035253115,9.151947610128815,9.457152035253115,8216.025897480144,14204.671889256922,0.6397808450466187,44.500093293030666,31.253208793975848,3.9766708554913713e-13,75.85618950640794,54.60576077500176,6.785706377213095e-14,7.3751739818114705,2.3460866574980517,2.2890586350946413e-14,7.3695880109363845,2.3443115463919577
Qualificacao__R_820_-_Falta_BC_py,T2F,False,False,COM Aterramento,BC,Barra 820,0.5,0.25,41.13001402349118,75.42559052224325,39.36142438936714,75.42559052224325,25480.970000666282,26077.887422963566,23.608148626096156,113.03390699351621,115.10494349223923,115.10494349223923,10318.84705559327,15047.227959060821,10.35790756888765,9.38839158521368,9.155354197854557,10.35790756888765,8293.307820662667,13934.169746594449,10.34952656178251,9.384841287092835,9.151873038459357,10.34952656178251,8268.544894850816,13855.127148943788,0.6203534178095036,44.56794489485016,31.43095887855869,8.708779504166006e-14,75.99869002373099,55.14450731966851,2.1171549105416818e-13,7.255903793104531,2.2275952531678294,2.2498279930587187e-13,7.250411210347493,2.225918675061022
Qualificacao__R_820_Meio_-_Falta_AB__m10p01_py,T2F,False,False,COM Aterramento,AB,Barra 820,0.01,0.25,47.885513685027774,88.52983576458443,45.71563574784321,88.52983576458443,25385.826413046874,26089.844000021978,24.360978337259485,132.90518975953532,134.86519531311305,134.86519531311305,9807.105136190223,15263.734555810617,10.728480295608087,9.388470426248684,9.155403936890636,10.728480295608087,9579.944802560487,14672.248093727903,10.719900590998936,9.384910829443955,9.15191893928607,10.719900590998936,9550.650648188242,14589.050483817535,0.721126268411681,51.363796554679006,37.83817396083734,7.406174928171367e-13,87.73907832576946,66.32416481312774,1.274604801488336e-13,7.803384903779532,2.0769189081443304,2.321412599741321e-13,7.797464201040145,2.0753495964215807
Qualificacao__R_820_Meio_-_Falta_AB__m10p50_py,T2F,False,False,COM Aterramento,AB,Barra 820,0.5,0.25,44.26544018323816,81.51253433759425,42.30407275615435,81.51253433759425,25435.689925687897,26080.627934313176,23.96567790911142,122.2647819029427,124.27988180460328,124.27988180460328,10062.773693048226,15140.782679590411,10.53364600774193,9.388406574278289,9.15536891578425,10.53364600774193,8891.174186519858,14275.486120361333,10.5251795958577,9.384856270528058,9.151887750782269,10.5251795958577,8864.31002278109,14194.506774256768,0.6671239508786408,47.72633995158616,34.40602142312442,2.4453867314643777e-13,81.45511050097004,60.335468965945076,6.338110598453918e-14,7.511431950055241,2.1525638787171935,1.2778319226705064e-13,7.505745806688944,2.150944915262203
Qualificacao__R_820_Meio_-_Falta_AB__m10p99_py,T2F,False,False,COM Aterramento,AB,Barra 820,0.99,0.25,41.18752470791119,75.53777943423681,39.41565076076751,75.53777943423681,25480.1180340559,26077.935445601543,23.614511402842403,113.2038702293271,115.27416294856839,115.27416294856839,10313.863043378466,15048.84922868153,10.361094512675951,9.388344374523742,9.155334074963214,10.361094512675951,8304.35984218688,13940.351113750805,10.352734923271237,9.384803363170837,9.15185674251852,10.352734923271237,8279.546776001433,13861.242447342624,0.6212171861889842,44.62609415450557,31.485868541920926,3.9419293256754497e-13,76.09916573971645,55.24031321375113,4.8627036210292105e-14,7.26059437561636,2.226079051233999,7.155902005349076e-14,7.255110823045208,2.224411890972114
Qualificacao__R_820_Meio_-_Falta_ABC__m10p01_py,T2F,False,False,COM Aterramento,ABC,Barra 820,0.01,0.25,112.90121548436447,87.34977901547049,97.06151652714226,112.90121548436447,25533.033441389493,25662.602452791725,192.20605089432075,162.5545882732284,149.97407751700018,192.20605089432075,9683.746749233507,10833.366077224127,9.449105614836894,9.388439801365777,9.155416818113995,9.449105614836894,9477.83572580455,10375.91101391527,9.445522713636333,9.384880216121212,9.151931815575445,9.445522713636333,9451.465610694717,10317.077757418634,1.5508793335173288,93.36696487159514,7.589954128702942,7.899781059538391e-13,159.6710899042674,10.45355694182444,2.0364523552196647e-13,6.563921572435229,0.36924385345422284,2.95113532323805e-13,6.558939977295871,0.3689702277783984
Qualificacao__R_820_Meio_-_Falta_ABC__m10p50_py,T2F,False,False,COM Aterramento,ABC,Barra 820,0.5,0.25,97.55692787858204,81.46734880510625,85.9914639361452,97.55692787858204,25622.4880152289,25676.403674402274,166.10095600630862,144.7729334748185,140.4838297555564,166.10095600630862,10008.352913662053,11353.874349874553,9.449025599416132,9.388361446583565,9.155384072219686,9.449025599416132,8863.55069829099,9094.022389286312,9.445452068589132,9.384811159880881,9.151902901349356,9.445452068589132,8824.468950793647,9042.434705638683,1.342041686163524,83.8495530627163,3.2308801663088906,9.486004247497248e-13,143.35612208733966,3.1035255196160154,6.015328188085077e-14,5.962643699998379,0.10395213864505327,3.290317130811931e-13,5.958127476067858,0.10388383264429187
Qualificacao__R_820_Meio_-_Falta_ABC__m10p99_py,T2F,False,False,COM Aterramento,ABC,Barra 820,0.99,0.25,85.96417548419029,76.41354693499099,77.2352632379744,85.96417548419029,25664.170541938336,25705.109152349727,146.08841664894268,131.36918203260365,131.99968242673424,146.08841664894268,10275.890567727336,11773.782007448242,9.448948020132454,9.388285586928891,9.155351611087273,9.448948020132454,8130.039203847578,8404.628990513185,9.445383858672631,9.384744597668671,9.151874271915519,9.445383858672631,8083.904284572707,8381.326681272716,1.1841715926766672,76.2539937932299,1.2380179817379888,3.1599408279055137e-13,130.32589767768758,2.5185506994875366,1.4698212391438162e-13,5.484381242163156,0.10889703103415116,2.164067674935335e-13,5.480235409646435,0.10880625541226206
Qualificacao__R_820_Meio_-_Falta_AC__m10p01_py,T2F,False,False,COM Aterramento,AC,Barra 820,0.01,0.25,55.26642923175728,44.34803126401766,94.26816678990927,94.26816678990927,25397.261602391645,26110.296983036034,147.1610310118259,21.27704936774355,136.42335754001567,147.1610310118259,9866.58937754434,14269.777742512504,9.449086865954072,9.38848742350369,9.155459672432467,9.449086865954072,9558.14759031313,13964.010092165576,9.445503972154807,9.384927820440709,9.151974653505613,9.445503972154807,9517.493972176282,13919.437576017956,0.7617078352705259,51.28452008448045,38.5048549661647,1.3433663935309168e-13,87.5665073404944,67.18534795246633,5.586038968900555e-15,7.744285051234572,1.7149907149455712,1.9147427561256946e-13,7.738407199088062,1.7136909398590685
Qualificacao__R_820_Meio_-_Falta_AC__m10p50_py,T2F,False,False,COM Aterramento,AC,Barra 820,0.5,0.25,50.414605199211394,41.403299810642416,85.7150770494201,85.7150770494201,25451.18498470585,26078.493554094952,133.73071929897395,21.27687897484643,124.00097537321872,133.73071929897395,10116.18626709979,14125.447095880869,9.449013064813506,9.388431949343863,9.155434171552178,9.449013064813506,8858.924907397468,14121.915741657622,9.445439539238556,9.384881636192397,9.151952981660092,9.445439539238556,8821.793839978394,14075.694055475888,0.6961611423855913,47.65277096554709,34.61745699361129,8.87129552478015e-13,81.29805783103156,60.44141255544544,1.1420415032241932e-13,7.540958123834941,2.0552781760566687,1.7256229642612945e-13,7.535246407011196,2.053722907394272
Qualificacao__R_820_Meio_-_Falta_AC__m10p99_py,T2F,False,False,COM Aterramento,AC,Barra 820,0.99,0.25,45.92518820104029,38.91398427672234,78.40457099574654,78.40457099574654,25499.495640455,26054.827542766518,122.22456563970258,21.379772413217022,113.44034838130005,122.22456563970258,10368.235287330266,14018.70790739733,9.448941282802425,9.46184788780629,9.155408633513415,9.46184788780629,8261.407431878288,14249.901937390454,9.445377124551555,9.454706008667337,9.151931272600601,9.454706008667337,8227.232057919442,14202.260797756739,0.6408135276151797,44.558128692881475,31.315210814168157,2.6612436763007746e-14,75.9563873065371,54.71331462025583,6.431104162476358e-14,7.37809193932343,2.3407240521458483,5.611088596652836e-14,7.372515275968289,2.338956112262924
Qualificacao__R_820_Meio_-_Falta_BC__m10p01_py,T2F,False,False,COM Aterramento,BC,Barra 820,0.01,0.25,112.92907315947271,52.84109262978918,56.16162204897581,112.92907315947271,25283.11163561979,26084.163155522743,163.335019848376,162.11108950374128,20.712642256692757,163.335019848376,10845.159898823658,14838.246838374822,9.474106090048368,9.388431290179312,9.155563527106947,9.474106090048368,10387.207118118935,14424.22108496669,9.470287669422797,9.384871708322486,9.151992121364977,9.470287669422797,10328.309176183078,14366.446353316489,1.5530071241193977,56.654414426126614,44.16925292779275,2.714469841441546e-13,95.19338100598384,74.67704021044429,2.2806381898426803e-13,7.9356318122661405,1.6902028119768295,9.786321906335156e-14,7.9296074075402965,1.6889125363296678
Qualificacao__R_820_Meio_-_Falta_BC__m10p50_py,T2F,False,False,COM Aterramento,BC,Barra 820,0.5,0.25,97.56735131926723,45.66408051471761,48.96448422113489,97.56735131926723,25406.33855016434,26083.700401230493,141.07979379260235,139.87609344877316,20.708393884443876,141.07979379260235,11365.138199900208,14721.451877221407,9.490216336885629,9.388351203792487,9.1554543214886,9.490216336885629,9103.041447196398,14032.196616334699,9.486390521355466,9.384800921104034,9.151973123934598,9.486390521355466,9051.405311345863,13977.768920883342,1.3438042647600077,49.82348339843462,37.34286008757137,1.1048964926632956e-12,83.5680406349123,63.06043580566162,2.38788070768813e-13,7.514004879634836,1.945744203231956,9.95966245768187e-14,7.50831044506727,1.9442584995989922
Qualificacao__R_820_Meio_-_Falta_BC__m10p99_py,T2F,False,False,COM Aterramento,BC,Barra 820,0.99,0.25,85.96322005248146,40.27666729294171,43.55040980615303,85.96322005248146,25499.445505024814,26083.5259913523,124.27767498217504,123.08838562041728,20.706521946795718,124.27767498217504,11784.462047223946,14640.296387785893,9.503604964231073,9.38827374461438,9.155431624416599,9.503604964231073,8137.411691560092,13751.399968641494,9.499767506239994,9.384732759919686,9.151954254777495,9.499767506239994,8091.2353747371635,13699.427689856491,1.1856678147241428,44.6599691577726,32.183084982519546,2.040715421208476e-13,74.78083311930565,54.28006293319938,1.2501494691362027e-13,7.197279956492159,2.174606171704164,2.186533003770265e-13,7.191834556103186,2.172946022997989
Qualificacao__R_822_-_Falta_AB_py,T2F,False,False,COM Aterramento,AB,Barra 822,0.5,0.1608,80.67737278085282,37.820376893240535,41.10739318285993,80.67737278085282,25946.808430812074,26069.470224353827,116.64548644293156,115.4326923158897,20.706578853385334,116.64548644293156,13804.186728495353,14416.483410477671,108.61395083732859,108.26892539116683,9.15614592966195,108.61395083732859,13370.673537316306,14097.64779094044,108.60720387728996,108.26669313245338,9.152664654970827,108.60720387728996,13285.125171069869,14071.658060373775,0.23339971725980888,13.533688358090892,1.9695889237913315,4.4938668397781776e-14,21.699373362795328,3.273154250945503,2.2267530274757715e-14,10.321354456679028,3.437051618064012,2.222616091662561e-14,10.31694711362145,3.437232802885252
Qualificacao__R_822_-_Falta_ABC_py,T2F,False,False,COM Aterramento,ABC,Barra 822,0.5,0.15925,80.68282475351417,73.86630918316044,73.11854138085589,80.68282475351417,25906.907442807606,26056.453831494775,136.89366284453422,125.06489167483637,127.7121758924226,136.89366284453422,13626.162327599728,14648.227154237511,129.02807882567987,118.12046350273398,120.93913888387821,129.02807882567987,13261.771806004444,14081.56360017743,129.0228438615543,118.11570561092734,120.93438787905774,129.0228438615543,13205.896422361086,14000.857905336174,0.21477339594464873,14.020573727927541,0.6279437383909391,1.350238942993961e-14,22.858955022522327,1.6478566462701782,1.1124904984223802e-14,11.268782015544176,1.9870689279466613,1.3557455178480059e-14,11.265228512936991,1.9872223641677138
Qualificacao__R_822_-_Falta_AC_py,T2F,False,False,COM Aterramento,AC,Barra 822,0.5,0.15955,44.0148416370928,37.65895757712572,74.9213095656054,74.9213095656054,25968.895542191036,26051.401745952902,116.79791681145592,21.45023887201226,108.35588216917228,116.79791681145592,13829.223015650547,14741.086483843532,108.68870601249378,9.537534811169932,104.88551005849737,108.68870601249378,13324.094081892361,14248.014692659122,108.6847941329276,9.530317698380838,104.88057902229978,108.6847941329276,13244.869303653772,14191.587718241608,0.22034224726099746,14.297268531348925,1.1602099444984815,1.6161701978437983e-14,23.46117429857043,2.301605640460537,1.9198264118445578e-14,11.903071958650791,2.6031196784107715,1.3647667377389076e-14,11.899734563652473,2.603251813430052
Qualificacao__R_822_-_Falta_BC_py,T2F,False,False,COM Aterramento,BC,Barra 822,0.5,0.15940000000000001,39.7452275545189,72.55647789076777,37.91454936117448,72.55647789076777,25936.23732570958,26076.569588997714,23.518813518169,108.76952969501228,110.71040383590254,110.71040383590254,13555.261739867576,14649.5763948566,10.267401259893113,102.81835800552976,104.04914178343549,104.04914178343549,13158.928534225355,14103.019116568783,10.259062401627471,102.81265577367583,104.04633581811038,104.04633581811038,13096.155379123134,14032.008931079936,0.21199788413081042,14.02606612468101,0.8890056677016042,3.482948133128792e-14,22.74318687210206,2.0597773173090026,1.3110454840564811e-14,11.20473151323203,2.4221786611990153,1.9252973127342807e-14,11.20097645161239,2.422327727324086
Qualificacao__R_822_Meio_-_Falta_AB__m10p01_py,T2F,False,False,COM Aterramento,AB,Barra 822,0.01,0.25,41.11606040764711,75.39616651072348,39.34641384006357,75.39616651072348,25481.190675259066,26077.879613482542,23.607609154875956,112.99037946720004,115.05966179849072,115.05966179849072,10320.078606343819,15046.732814881643,10.3612556314771,107.32983473563178,108.54869410276866,108.54869410276866,8294.952729932267,13933.712062803952,10.348650138154426,9.384880506021464,9.151889326494615,10.348650138154426,8265.177131977973,13853.38289584569,0.6201492867859008,44.55300111593087,31.41629439000234,1.6821181157491292e-13,75.97284987618984,55.11887721015849,1.2541744633526952e-13,66.81148736077867,57.68251281378756,6.661338147750939e-15,7.2490116709763965,2.2264316776695363
Qualificacao__R_822_Meio_-_Falta_AB__m10p50_py,T2F,False,False,COM Aterramento,AB,Barra 822,0.5,0.25,40.422883554965956,73.9608976377397,38.62211116713095,73.9608976377397,25491.964899832776,26077.45072342687,23.562845000792194,110.85704398126552,112.86131688200221,112.86131688200221,10381.246840731132,15023.227116150509,10.314010641507254,105.04970612657537,106.27459734867611,106.27459734867611,8374.918557951765,13907.407147635196,10.301474752339425,9.384836630943331,9.151868443525085,10.301474752339425,8102.14270929617,13763.06499174653,0.6098332532643174,43.81899771918121,30.705400536156255,2.9846554150525365e-13,74.7048756179184,53.877318144461476,1.2754632448601208e-13,65.4795950013701,56.38521911489504,2.9920658588791126e-13,7.179511815419331,2.2490700283629055
Qualificacao__R_822_Meio_-_Falta_AB__m10p99_py,T2F,False,False,COM Aterramento,AB,Barra 822,0.99,0.25,39.75798068331629,72.58348516800808,37.92832061416075,72.58348516800808,25502.420581157592,26077.045735914326,23.519304327982855,108.80943949075186,110.75197903223784,110.75197903223784,10441.663991238907,15001.390901943025,10.268196954390138,102.8616830117762,104.09247953392291,104.09247953392291,8455.250246601829,13883.692765601003,10.255729790707889,9.384794233518523,9.151847623386978,10.255729790707889,7945.63476839996,13676.417831632498,0.5999356338033487,43.11430753106672,30.02328378223472,2.1733265966293818e-13,73.48749521723394,52.68601580169003,7.121199690787663e-14,64.20130680590992,55.14043660679123,1.5519193598534468e-13,7.11264569103435,2.2712206682256793
Qualificacao__R_822_Meio_-_Falta_ABC__m10p01_py,T2F,False,False,COM Aterramento,ABC,Barra 822,0.01,0.25,85.70462592812373,76.2928023678693,77.03492017787961,85.70462592812373,25664.291980389848,25705.795310103542,145.63741401914416,131.06436650596126,131.79486295319484,145.63741401914416,10282.156074789418,11783.367689712188,138.1910004983992,124.38530872008391,125.21998401312486,138.1910004983992,8116.942190843892,8397.238626724184,9.445462302779974,9.38482130390381,9.15190686606413,9.445462302779974,8061.616280844142,8369.120813182923,1.1806348912139373,76.07922610383409,1.2417530436765005,3.9575522377703804e-13,130.0259663302221,2.610669987098885,2.0746820437752025e-13,123.38110715695015,2.665077665829037,8.479145380858031e-14,5.468831884529367,0.11225932930087491
Qualificacao__R_822_Meio_-_Falta_ABC__m10p50_py,T2F,False,False,COM Aterramento,ABC,Barra 822,0.5,0.25,83.13328846230861,75.06887365398703,75.04076780956824,83.13328846230861,25665.23238752425,25712.029782017846,141.16777747004988,128.00246071356355,129.74318904035053,141.16777747004988,10343.260841836069,11876.146105895743,133.50754000514792,121.18832021171136,123.06847160648573,133.50754000514792,8219.28373928448,8492.088539479693,9.445413354790611,9.384773310319876,9.151886654465846,9.445413354790611,7810.914536550319,8230.655123153963,1.1453820394558478,74.33438215327618,1.4200018726307149,4.4603499217916915e-13,127.03355245761607,3.538941161751848,3.146152576380632e-13,120.24407601609425,3.655830772320597,2.0774669597530586e-13,5.340432946517211,0.15215828985989127
Qualificacao__R_822_Meio_-_Falta_ABC__m10p99_py,T2F,False,False,COM Aterramento,ABC,Barra 822,0.99,0.25,80.7292235785908,73.88945772177219,73.15518489428293,80.7292235785908,25666.422038552057,25718.18867724232,136.97480273033378,125.12072059969192,127.7514623254947,136.97480273033378,10402.075709099232,11963.989043941818,129.11416469627605,118.17959720078304,120.98071911229383,129.11416469627605,8285.125983572827,8582.660411811366,9.445365699373163,9.384726683694446,9.151866570233091,9.445365699373163,7576.677925429346,8097.267012163834,1.112428379542249,72.68114750836173,1.763758666351405,3.9251010711167276e-13,124.19773805628815,4.41287400414777,1.2809491335957507e-13,117.27137830137755,4.583025679892673,5.419121800906191e-14,5.218799560162315,0.18966536034136947
Qualificacao__R_822_Meio_-_Falta_AC__m10p01_py,T2F,False,False,COM Aterramento,AC,Barra 822,0.01,0.25,45.83166603848015,38.854890480282734,78.2358846496357,78.2358846496357,25500.65316658354,26054.50594029312,121.96050404781693,21.385730071483337,113.19525959548974,121.96050404781693,10374.577219646775,14016.363556776889,114.06539265057467,9.468684078637745,110.05173767557635,114.06539265057467,8251.741858076073,14251.500419797809,9.445455679890275,9.45791716873189,9.151964032901954,9.45791716873189,8212.642002579216,14205.51391247082,0.639525697065017,44.48517244618888,31.237580283876753,2.34995889760321e-13,75.83043826330794,54.57861739909302,2.1872203851321493e-13,66.58609881722137,57.19663177801063,3.943374375600162e-14,7.368701822356772,2.3459876118350027
