tempo_s,V_A,V_B,V_C,I_A,I_B,I_C
0.0,-43.88309273939937,-16126.16864425075,16170.051736990146,-0.1246691603252348,-0.12365625689618656,0.24832541722142135
5e-05,402.1398868320552,-16899.958387024275,16497.818500192174,-0.3583350958386848,-0.3657112261540932,0.7240463219927777
0.0001,612.6832833993365,-16257.468951451898,15644.785668052496,-0.5751250638330118,-0.6048912100901551,1.180016273923167
0.00015000000000000001,1175.6208289705405,-16536.479514239127,15360.858685268506,-0.7706240328420764,-0.8394715664571031,1.6100955992991794
0.0002,1413.2188970577774,-16603.90846224206,15190.689565184195,-0.9504426704973911,-1.0744392180988551,2.0248818885962465
0.00025,1708.3661578359565,-16538.994954927122,14830.628797091025,-1.1163017689931993,-1.3054320307667557,2.4217337997599566
0.00030000000000000003,2368.5261231376053,-16791.965498110585,14423.439374972833,-1.2637511685538638,-1.537307068472548,2.801058237026412
0.00035,2376.791940377816,-17393.432224485405,15016.640284107401,-1.4032207004581558,-1.7725113531692474,3.1757320536274025
0.0004,2884.7448951689057,-17272.63042707084,14387.885531901748,-1.5333627533831498,-2.007081712454186,3.540444465837336
0.00045000000000000004,3423.696141833236,-17969.34908246604,14545.652940632635,-1.648185724836994,-2.2460064900737455,3.8941922149107384
0.0005,3379.0528920160277,-18116.998105476352,14737.945213460118,-1.7582720736358144,-2.4863937575222432,4.244665831158056
0.00055,4048.505674910327,-18481.55016948316,14433.04449457265,-1.8588202190136096,-2.727388713253402,4.586208932267013
0.0006000000000000001,4351.365573633177,-18262.2012382181,13910.83566458468,-1.942767061928476,-2.9682122748540007,4.910979336782477
0.0006500000000000001,4416.470853080173,-18556.595981834704,14140.125128754344,-2.0193358780217134,-3.204304939955988,5.223640817977704
0.0007,5191.914133188318,-18245.94275316061,13054.028619972107,-2.080151583411242,-3.438577180365813,5.518728763777058
0.00075,5313.346514555648,-18289.177718589403,12975.83120403353,-2.1242710146197576,-3.669528565439528,5.793799580059288
0.0008,5616.70459747781,-18314.36369563189,12697.659098153872,-2.1610118298215237,-3.8964125717060996,6.057424401527624
0.0008500000000000001,6260.631671099145,-18463.996506608724,12203.36483550938,-2.1836546250752606,-4.124102987840882,6.307757612916141
0.0009000000000000001,6388.088497986549,-18202.258857694167,11814.170359707401,-2.193531452411331,-4.348706091984609,6.542237544395942
0.00095,6856.9435348637435,-19170.154470458256,12313.210935594321,-2.199654877416645,-4.575880039592742,6.775534917009387
0.001,7234.1026556985635,-18876.853490138514,11642.750834439797,-2.197705667770408,-4.806189630148178,7.003895297918587
0.0010500000000000002,7403.108769854757,-19242.449135710274,11839.340365855336,-2.1886434269464656,-5.03347703439883,7.222120461345291
0.0011,7880.328682522424,-19574.49309663504,11694.164414112416,-2.1752707585140723,-5.263125390330027,7.438396148844102
0.00115,8065.681992707448,-19458.273725947314,11392.591733239755,-2.1542038325206905,-5.49130114405671,7.6455049765773975
