t,Ia_real,Ia_imag,Ib_real,Ib_imag,Ic_real,Ic_imag,Ia_mag,Ia_ang
0.0,-3.483072544064502,8.791380556041222,-3.14422531227441,-7.315350904672424,6.627297856338912,-1.4760296513687965,9.456223687516895,111.61306281036605
5e-05,-3.5391119477160604,8.79032305529382,-3.197957657875842,-7.316364869702935,6.737069605591902,-1.4739581855908872,9.476027268581316,111.93043310998263
0.0001,-3.593297322644448,8.788277298806658,-3.253462565572332,-7.31846044484917,6.84675988821678,-1.4698168539574887,9.494503859056787,112.23837228336187
0.00015000000000000001,-3.6455661006239652,8.78531544626839,-3.3106958800601287,-7.321703616860112,6.956261980684093,-1.4636118294082763,9.51167281210096,112.53655945736324
0.0002,-3.695881640208939,8.781510719453332,-3.369613778269921,-7.326158831075335,7.06549541847886,-1.455351888377996,9.527563781697149,112.82480537632564
0.00025,-3.744225446522465,8.776936282639662,-3.4301648531439883,-7.331888356471307,7.174390299666454,-1.4450479261683555,9.542213302159142,113.1030093289188
0.00030000000000000003,-3.7905414899542165,8.771670301450976,-3.492280709432576,-7.33895072420607,7.282822199386794,-1.4327195772449113,9.555647788843066,113.37083916563303
0.00035,-3.834820735807829,8.765787697341475,-3.555901327473063,-7.347402876041982,7.390722063280891,-1.4183848212994938,9.56790907307573,113.62821803720547
0.0004,-3.8770468859926424,8.75936491443523,-3.6209706645552613,-7.357300208005779,7.498017550547905,-1.4020647064294516,9.57903785671735,113.87501251985421
0.00045000000000000004,-3.917187332370526,8.752482143677648,-3.687421109660181,-7.3686942811082705,7.604608442030707,-1.3837878625693762,9.58907191923599,114.11097874513072
0.0005,-3.9552535884909745,8.745213172824284,-3.755193326585804,-7.381635776272427,7.710446915076779,-1.363577396551857,9.598061491124659,114.33611730875671
0.00055,-3.9912305435983177,8.737636956400005,-3.824262949424438,-7.396180820715666,7.815493493022755,-1.3414561356843402,9.606051261262312,114.55025859405384
0.0006000000000000001,-4.02510182509675,8.72983398212053,-3.894558175333664,-7.412374829783938,7.919660000430414,-1.3174591523365915,9.613087228241694,114.75321100630403
0.0006500000000000001,-4.056874062581758,8.721880428144594,-3.9660307554063046,-7.430266582723134,8.022904817988062,-1.2916138454214592,9.619221660950554,114.94490706127108
0.0007,-4.086530563720479,8.713858976708249,-4.038641347650812,-7.449906200246765,8.125171911371293,-1.2639527764614824,9.624503639886086,115.12512587925872
0.00075,-4.114069981946294,8.705849583126724,-4.112301358147474,-7.471329020817966,8.226371340093767,-1.2345205623087592,9.628986903115994,115.29372596939068
0.0008,-4.139490076514795,8.69793342073863,-4.186946690065721,-7.494574590081512,8.326436766580516,-1.20335883065712,9.63272671081073,115.45054787136908
0.0008500000000000001,-4.162789314228816,8.690192560078781,-4.262516520880358,-7.519681657428717,8.425305835109175,-1.1705109026500662,9.635780280076245,115.59542410931269
0.0009000000000000001,-4.183980943360166,8.682705081177836,-4.338892142578136,-7.54666688128594,8.522873085938302,-1.1360381998918971,9.638208550405642,115.728267695971
0.00095,-4.203069125074661,8.675552904231777,-4.416013501511907,-7.5755635888752275,8.619082626586566,-1.0999893153565485,9.640073042476406,115.8489245407997
0.001,-4.220078998914694,8.668810792417677,-4.493808620751611,-7.606398820073164,8.713887619666306,-1.0624119723445118,9.641439068511405,115.95736350605388
0.0010500000000000002,-4.2350305747933445,8.662555584035156,-4.572184716868405,-7.639188595371664,8.807215291661748,-1.0233669886634926,9.642372800090914,116.0535134626321
0.0011,-4.247936545135316,8.656867735622889,-4.6510867701514025,-7.673961875225755,8.899023315286719,-0.9829058603971365,9.642941661317087,116.13724844091074
0.00115,-4.2588396296087065,8.651814816654104,-4.730453122419917,-7.7107433702090935,8.989292752028627,-0.9410714464450098,9.6432159890983,116.20863085734258
0.0012000000000000001,-4.26775341428834,8.647477678513981,-4.810204940322425,-7.749547835831801,9.077958354610766,-0.8979298426821811,9.643266531915797,116.267528285394
0.00125,-4.274702358518754,8.643932884704363,-4.89029185800517,-7.790401755595722,9.164994216523922,-0.8535311291086413,9.643166283394644,116.3138737512581
0.0013000000000000002,-4.2797320212839365,8.641246380137579,-4.970634419580258,-7.8333153004307015,9.250366440864195,-0.8079310797068767,9.642989431511573,116.34773778016955
0.00135,-4.282854246082916,8.63950220071945,-5.051148772700683,-7.878293316626882,9.3340030187836,-0.7612088840925708,9.642812803815424,116.36896179460602
