tempo_s,V_A,V_B,V_C,I_A,I_B,I_C
0.0,-45.34629694620237,-16731.620346179632,16776.966643136722,0.3260444861902571,0.3233984671947914,-0.6494429533850483
5e-05,415.66960852354583,-17476.794261331164,17061.124652841536,0.9212472933711074,0.940643907327292,-1.861891200698399
0.0001,631.8440758320137,-16867.06464451994,16235.220568743987,1.4727504173898809,1.5494613786752782,-3.022211796065159
0.00015000000000000001,1214.7058135647928,-17103.70137946435,15888.995565976395,1.9697999437693186,2.146848800360659,-4.116648744129977
0.0002,1458.033309191152,-17227.210683613983,15769.177374519733,2.4269677718639033,2.744727512576984,-5.171695284440888
0.00025,1765.5384477103296,-17108.308347587477,15342.769899993225,2.848169117231232,3.3321217004149073,-6.180290817646138
0.00030000000000000003,2445.5288527044604,-17423.9100791455,14978.381226575388,3.2221480621775993,3.921919996506179,-7.144068058683782
0.00035,2455.7947174542946,-17995.980204162435,15540.185486860573,3.5764220974273733,4.519758512350856,-8.09618060977823
0.0004,2980.820675401109,-17922.789235697517,14941.968560466405,3.9059617491573024,5.115706048769148,-9.021667797926446
0.00045000000000000004,3538.0324260863035,-18595.290158509917,15057.257732610593,4.196679084956221,5.722904505634803,-9.919583590591028
0.0005,3492.325053079475,-18798.95872234274,15306.63366946713,4.475586244568518,6.3331091596040245,-10.808695404172543
0.00055,4186.3874858184345,-19128.441294330376,14942.053808732184,4.72940592590433,6.945087732567447,-11.674493658471773
0.0006000000000000001,4497.675041765077,-18950.011978132356,14452.336936603131,4.94097801305675,7.556000607401542,-12.496978620458297
0.0006500000000000001,4568.741558471605,-19210.043293104965,14641.301734884226,5.134117385541423,8.154783465464883,-13.288900851006307
0.0007,5369.185742998996,-18933.93334975138,13564.747607017403,5.286079658059805,8.748863117370012,-14.034942775429815
0.00075,5496.4497830095315,-18935.597397927973,13439.147615196644,5.396257976835222,9.334122219021072,-14.730380195856295
0.0008,5811.433242550329,-19007.513374195332,13196.080131935792,5.487460207172816,9.909024204168345,-15.396484411341152
0.0008500000000000001,6478.094336489105,-19118.517598159156,12640.423261972788,5.542394351625001,10.48603465769065,-16.028429009315648
0.0009000000000000001,6610.510794521599,-18892.791877988722,12282.281083781074,5.565170197516945,11.054635305798113,-16.619805503315064
0.00095,7098.113136512978,-19854.503020253786,12756.389884065802,5.578621529041418,11.630442967755402,-17.209064496796824
0.001,7487.585076933567,-19591.18555636295,12103.600479765246,5.571018222797036,12.21348379638099,-17.784502019178028
0.0010500000000000002,7665.856611728622,-19933.22971994587,12267.373108563519,5.545808927916449,12.788917972117522,-18.33472690003397
0.0011,8159.47497506834,-20316.07365825322,12156.598683541388,5.509357488456522,13.37046158690291,-18.87981907535944
0.00115,8353.780134658427,-20158.40845811359,11804.628323821551,5.453350422162145,13.947742115811442,-19.401092537973586
0.0012000000000000001,8759.060464439508,-19973.886746412165,11214.82628234806,5.370621935877365,14.510193357198768,-19.88081529307613
0.00125,9066.747399658556,-20441.918111813913,11375.170712539442,5.271056855971476,15.072306942096668,-20.34336379806814
0.0013000000000000002,9304.49814285266,-19563.374492393577,10258.876349932942,5.146042956639786,15.615873371998688,-20.76191632863847
0.00135,9950.982604505201,-19897.607745090816,9946.6251409846,4.983831495713179,16.14920604997742,-21.133037545690605
0.0014,10114.190145732226,-19812.873355819138,9698.683210492496,4.8028861752339145,16.6824052205364,-21.485291395770314
0.0014500000000000001,10473.755100737591,-19804.122660430716,9330.367560104873,4.607069629817098,17.20560819826941,-21.812677828086514
