tempo_s,V_RMS_A,V_RMS_B,V_RMS_C,I_RMS_A,I_RMS_B,I_RMS_C
0.0,13846.756616394405,13845.942800496929,13837.624784625346,22.414705593233464,22.43061243123549,22.340311710562624
5e-05,13846.624851954331,13847.361909538133,13836.339488326737,22.412541476792466,22.4305259412996,22.34253949468187
0.0001,13846.36150687752,13850.19767214981,13833.770369629085,22.408215693293734,22.430353083436486,22.346991231949147
0.00015000000000000001,13845.966948131587,13854.445179986167,13829.920369660258,22.40173314070245,22.430094101449424,22.353659270442076
0.0002,13845.441725375025,13860.09708868838,13824.79389424475,22.393101163791783,22.42974936051279,22.362532157500333
0.00025,13844.786571057968,13867.143646216333,13818.396815302442,22.382329551204844,22.429319346582496,22.37359467014565
0.00030000000000000003,13844.00239920406,13875.57272143724,13810.73646836775,22.369430531672993,22.428804665692756,22.38682785535908
0.00035,13843.09030232997,13885.369834340867,13801.821646618559,22.35441876990426,22.42820604316029,22.40220907985383
0.0004,13842.051550298149,13896.518193252688,13791.662596116093,22.337311361826224,22.427524322686935,22.41971208929159
0.00045000000000000004,13840.887591089202,13908.998737401917,13780.271013243553,22.31812782850822,22.42676046531562,22.43930707682199
0.0005,13839.600048103623,13922.79018409006,13767.660043314121,22.2968901090195,22.42591554818908,22.460960760372647
0.00055,13838.19071493337,13937.8690815673,13753.84427747536,22.27362255275789,22.424990763104347,22.484636468015964
0.0006000000000000001,13836.661554574574,13954.209865912768,13738.839745394931,22.248351910729966,22.423987414847446,22.51029423105917
0.0006500000000000001,13835.014700615622,13971.784923829984,13722.663906246666,22.22110732507072,22.422906919257834,22.537890884579525
0.0007,13833.252453503592,13990.56466629958,13705.335642894259,22.191920317123536,22.4217508010671,22.56738017481529
0.00075,13831.377274489032,14010.517608714523,13686.875256534975,22.160824774556342,22.420520691657064,22.59871287267212
0.0008,13829.391782881872,14031.61044872874,13667.304454793475,22.1278569372508,22.4192183267848,22.63183689282212
0.0008500000000000001,13827.298754447726,14053.808145380646,13646.646335773688,22.09305538163593,22.417845544219848,22.666697418056195
0.0009000000000000001,13825.101117945715,14077.074006292147,13624.92537751392,22.05646100352453,22.41640428131642,22.703237028413618
0.00095,13822.801949228313,14101.369775885447,13602.167430285273,22.018116999552003,22.41489657256054,22.741395834378565
0.001,13820.404464334239,14126.655717729422,13578.39970302111,21.97806884720886,22.413324546994907,22.78111161344765
0.0010500000000000002,13817.912015847262,14152.89069880617,13553.65074640967,21.936364283206455,22.41169042539553,22.822319949604896
0.0011,13815.328093730066,14180.032280653817,13527.950439006127,21.893053279632074,22.40999651716789,22.864954375298293
0.00115,13812.656321134755,14208.036811168915,13501.329973190404,21.848188017739993,22.408245216967128,22.908946515248033
