Curva_Teste;R_Montante(A);R_Jusante(A);Pickup_M;Pickup_J;Tempo_Montante(s);Tempo_Jusante(s);Diferenca(s);1o_A_Atuar;2o_A_Atuar;Status_Coordenacao
IEC_C1;68.90;109.41;20;35;1.6769;1.8216;0.1447;Montante;Jusante;FALHA: Montante Rápido Demais
IEC_C2;68.90;109.41;20;35;1.6566;1.9050;0.2485;Montante;Jusante;FALHA: Montante Rápido Demais
IEC_C3;68.90;109.41;20;35;2.2085;2.7361;0.5276;Montante;Jusante;FALHA: Montante Rápido Demais
IEEE_U1;68.90;109.41;20;35;0.6511;0.7043;0.0532;Montante;Jusante;FALHA: Montante Rápido Demais
IEEE_U2;68.90;109.41;20;35;0.6887;0.8180;0.1293;Montante;Jusante;FALHA: Montante Rápido Demais
IEEE_U3;68.90;109.41;20;35;0.8150;1.0010;0.1860;Montante;Jusante;FALHA: Montante Rápido Demais
