frequencia_Hz,magnitude_fase_A,magnitude_fase_B,magnitude_fase_C
0.0,0.023966929598168856,0.0040846350350663444,0.028051564633241752
29.98500749625187,90.19063983581606,92.76726418258474,93.09550174332792
59.97001499250374,180.3823982490924,185.33121436984962,186.2524017599392
89.95502248875562,90.52417476022111,93.03013150967662,93.46341196094494
119.94002998500748,0.12323421760202023,0.11755826954890422,0.12979029684461343
149.92503748125935,0.043326301295020964,0.03765122661435462,0.04656398521057178
179.91004497751123,0.022617189701999725,0.01784385909768048,0.024717166349139535
209.8950524737631,0.014077766714443564,0.010109701114960205,0.015586949111932742
239.88005997001497,0.009689436677404293,0.00636571650286884,0.01083651303604912
269.86506746626685,0.00711743346468736,0.004303011392675203,0.008022026177394512
299.8500749625187,0.005471502961703615,0.0030623767348052764,0.006204318520301112
329.83508245877056,0.004349787011028118,0.002266868206209796,0.004955958729618879
359.82008995502247,0.0035483321480852172,0.001731138620462143,0.004058254299543025
389.8050974512743,0.0029542548685295754,0.0013560244621152336,0.003389233080899691
419.7901049475262,0.0025007558022630666,0.0010848888467372949,0.002876203668294641
449.7751124437781,0.0021461455820234645,0.0008836471816598677,0.0024735050807153307
479.76011994002994,0.0018632528839304765,0.0007308875543715374,0.0021512030504900184
509.7451274362818,0.0016337192521524958,0.0006126669221987636,0.0018889658651023659
539.7301349325337,0.0014447581123211727,0.0005196239500629832,0.001672565845843799
569.7151424287855,0.0012872294281363423,0.00044530552725225917,0.0014917899687191924
599.7001499250374,0.0011544514855340924,0.00038515980120816615,0.0013391439858037519
629.6851574212893,0.0010414430740873506,0.00033591032401901504,0.0012090220990007953
659.6701649175411,0.0009444261130670736,0.00029515588782938533,0.001097159647332596
689.655172413793,0.0008604908823631834,0.0002611081763956281,0.0010002632544336032
719.6401799100449,0.0007873656101984186,0.00023241589351996202,0.0009157553320750185
749.6251874062967,0.0007232546960434726,0.00020804448252971213,0.0008415940809250387
779.6101949025486,0.0006667230744174215,0.00018719236902220424,0.0007761444266487585
809.5952023988006,0.0006166122147370953,0.00016923167493469252,0.0007180839952523605
839.5802098950523,0.0005719782026844886,0.00015366562355033107,0.0006663336205268228
869.5652173913043,0.0005320454855114163,0.00014009751617153604,0.0006200053042608746
899.5502248875562,0.0004961718943370282,0.00012820785137109868,0.0005783627748709184
929.535232383808,0.0004638218965645669,0.00011773725300097432,0.0005407912631205231
959.5202398800599,0.00043454592895830616,0.00010847359542333027,0.0005067741039576506
989.5052473763118,0.0004079642761433374,0.00010024219644720785,0.00047587445171693853
1019.4902548725636,0.00038375438327861505,9.289827794102529e-05,0.0004477208663659185
1049.4752623688155,0.00036164078811133323,8.632111899601571e-05,0.00042199585812868865
1079.4602698650674,0.0003413870708032736,8.040948514664356e-05,0.00039842671475631507
1109.4452773613193,0.00032278937030426704,7.507802752191117e-05,0.00037677810395231017
1139.430284857571,0.0003056711274186514,7.025442614339547e-05,0.0003568460680141551
1169.415292353823,0.00028987879551081307,6.587710803956462e-05,0.00033845311825519216
1199.4002998500748,0.0002752783198529987,6.189341297318715e-05,0.0003214442041320857
1229.3853073463267,0.00026175223175450895,5.825811008371169e-05,0.0003056833828108971
1259.3703148425786,0.0002491972372955461,5.493219155693873e-05,0.0002910510532218586
1289.3553223388305,0.00023752220668053601,5.188188613547233e-05,0.0002774416473806771
1319.3403298350822,0.00022664648950559727,4.9077848352266716e-05,0.0002647616945027786
1349.3253373313341,0.00021649849690401772,4.649448899115886e-05,0.00025292819040543776
1379.310344827586,0.00020701450317421198,4.4109419411958086e-05,0.00024186721839982093
1409.295352323838,0.0001981376287025497,4.190298857549267e-05,0.00023151277800568975
1439.2803598200899,0.00018981697370968435,3.9857895418523814e-05,0.0002218057865931013
1469.2653673163418,0.00018200687729522674,3.795886320242972e-05,0.0002126932251188541
1499.2503748125935,0.00017466628194836962,3.619236485164786e-05,0.00020412740481805906
1529.2353823088454,0.0001677581861321788,3.454639017973749e-05,0.00019606533536222875
1559.2203898050973,0.00016124917179526326,3.301024833549695e-05,0.0001884681790995443
1589.2053973013492,0.0001551089947896546,3.1574399253050095e-05,0.00018130077777177276
1619.190404797601,0.00014931022910790142,3.0230309388593822e-05,0.00017453124123236976
1649.175412293853,0.00014382795686574055,2.8970328110157925e-05,0.0001681305889020748
1679.1604197901047,0.00013863949743320481,2.7787581151058805e-05,0.00016207243631547266
1709.1454272863566,0.00013372417016366912,2.6675878692046273e-05,0.00015633272053814664
1739.1304347826085,0.0001290630859641229,2.562963577523161e-05,0.00015088945875999513
1769.1154422788604,0.0001246389639629924,2.4643803286036878e-05,0.00014572253596705176
1799.1004497751123,0.00012043596957188108,2.3713807769994978e-05,0.00014081351726339116
1829.0854572713642,0.00011643957137862589,2.2835499041892158e-05,0.0001361454820387292
1859.070464767616,0.0001126364143680173,2.2005104271528776e-05,0.00013170287689467526
1889.0554722638678,0.00010901420717782172,2.121918780414449e-05,0.00012747138496373638
1919.0404797601198,0.00010556162186987405,2.047461583957803e-05,0.00012343780962478483
1949.0254872563717,0.00010226820479655469,1.9768525255523674e-05,0.00011958997094244519
1979.0104947526236,9.912429624019052e-05,1.9098296186202032e-05,0.00011591661255467161
