frequencia_Hz,magnitude_fase_A,magnitude_fase_B,magnitude_fase_C
0.0,0.0012345518432256722,0.0004114058959189236,0.000823145947306744
29.98500749625187,3.7950922205435487,3.9054485820195026,3.9191008715447238
59.97001499250374,7.5945158614910095,7.803486168159562,7.83491824232989
89.95502248875562,3.8108076286178227,3.9169655331614286,3.9322871038397236
119.94002998500748,0.005368170899031004,0.00500249684255477,0.005208470686991719
149.92503748125935,0.0019522620451493345,0.001626914566625346,0.0017756856582811097
179.91004497751123,0.0010473116696297247,0.0007854798458724532,0.000901364250027082
209.8950524737631,0.0006656586338047502,0.00045447156968499196,0.0005479055361124084
239.88005997001497,0.0004654929703669352,0.0002927767710083026,0.00036983201935421035
269.86506746626685,0.0003461064258080273,0.000202749435239563,0.0002673836553779835
299.8500749625187,0.000268578228715439,0.00014795468787413184,0.0002029128305949948
329.83508245877056,0.00021509492341342603,0.00011235689473791388,0.00015962172742636722
359.82008995502247,0.00017649368941415885,8.804198661115225e-05,0.00012908852249798013
389.8050974512743,0.00014763910589649313,7.075805866021865e-05,0.00010670888184540042
419.7901049475262,0.00012545716400420086,5.8065257729942064e-05,8.979066419604101e-05
449.7751124437781,0.0001080093732633987,4.848762772198548e-05,7.667285876313642e-05
479.76011994002994,9.402050622331348e-05,4.1092681327342986e-05,6.628450630441662e-05
509.7451274362818,8.262176870365128e-05,3.526942101455731e-05,5.790923938135653e-05
539.7301349325337,7.320356139713337e-05,3.060486094191772e-05,5.105272263360338e-05
569.7151424287855,6.532725758963352e-05,2.6812253990136313e-05,4.536460199457706e-05
599.7001499250374,5.8670320219998595e-05,2.3687773410727015e-05,4.059075201299525e-05
629.6851574212893,5.299103852033811e-05,2.1083501333775232e-05,3.654307389334655e-05
659.6701649175411,4.8105225086594966e-05,1.889009709520731e-05,3.307983122690091e-05
689.655172413793,4.387043225665218e-05,1.7025391700392462e-05,3.009251482096962e-05
719.6401799100449,4.017502565373247e-05,1.5426710921958812e-05,2.7496866991341237e-05
749.6251874062967,3.693047158603626e-05,1.404560235499451e-05,2.522662218490477e-05
779.6101949025486,3.406579720034026e-05,1.2844146734542617e-05,2.3229061336336618e-05
809.5952023988006,3.152354814329321e-05,1.1792334270113711e-05,2.1461801774359663e-05
839.5802098950523,2.9256796533901607e-05,1.0866169930752318e-05,1.9890444239895877e-05
869.5652173913043,2.722689735342143e-05,1.0046285971194203e-05,1.8486824377969347e-05
899.5502248875562,2.54017858877776e-05,9.316912821428805e-06,1.7227697010437177e-05
929.535232383808,2.3754671575389737e-05,8.665106655781396e-06,1.609373462189326e-05
959.5202398800599,2.2263025783894954e-05,8.080163273666531e-06,1.5068756852871612e-05
989.5052473763118,2.0907790049422498e-05,7.553168755654255e-06,1.413913187867987e-05
1019.4902548725636,1.9672751362891414e-05,7.076651723320066e-06,1.3293307070066417e-05
1049.4752623688155,1.8544045295134157e-05,6.644311818714711e-06,1.2521437882775276e-05
1079.4602698650674,1.7509757808272217e-05,6.250805930692951e-06,1.1815092088768173e-05
1109.4452773613193,1.6559603917756707e-05,5.891578581257501e-06,1.1167012312284281e-05
1139.430284857571,1.568466664917564e-05,5.562726350818143e-06,1.0570924048776699e-05
1169.415292353823,1.4877183676625884e-05,5.260888769662552e-06,1.0021379453065456e-05
1199.4002998500748,1.41303719034335e-05,4.983159943492183e-06,9.513629444306703e-06
1229.3853073463267,1.3438282451031208e-05,4.727016515136751e-06,9.043518401988374e-06
1259.3703148425786,1.27956801689261e-05,4.4902586205348355e-06,8.60739698901234e-06
1289.3553223388305,1.2197943009658308e-05,4.270961221445185e-06,8.202049599564402e-06
1319.3403298350822,1.1640977628721967e-05,4.067433775244478e-06,7.824633708598351e-06
1349.3253373313341,1.1121148253419177e-05,3.878186663729985e-06,7.472628907483661e-06
1379.310344827586,1.0635216508607597e-05,3.7019030977071473e-06,7.14379392205684e-06
1409.295352323838,1.0180290285624967e-05,3.5374155175862976e-06,6.836130184097934e-06
1439.2803598200899,9.75378015158078e-06,3.383685672683899e-06,6.5478508569316e-06
1469.2653673163418,9.353362033222555e-06,3.239787741156318e-06,6.277354387595606e-06
1499.2503748125935,8.976945176828936e-06,3.10489397591301e-06,6.023201844885671e-06
1529.2353823088454,8.622644538148895e-06,2.9782624459211546e-06,5.784097436362619e-06
1559.2203898050973,8.288756916784622e-06,2.859226531800942e-06,5.558871706283489e-06
1589.2053973013492,7.973740267636435e-06,2.74718590100691e-06,5.346466989224279e-06
1619.190404797601,7.6761957093524e-06,2.641598718016834e-06,5.145924792986038e-06
1649.175412293853,7.394851839367132e-06,2.5419749047901792e-06,4.9563748137237995e-06
1679.1604197901047,7.1285510186274894e-06,2.447870298822911e-06,4.777025348419466e-06
1709.1454272863566,6.876237354643051e-06,2.3588815621574387e-06,4.607154904291352e-06
1739.1304347826085,6.636946133548045e-06,2.274641738236439e-06,4.4461048376114385e-06
1769.1154422788604,6.409794526106312e-06,2.1948163734713325e-06,4.2932728826158105e-06
1799.1004497751123,6.193973366165917e-06,2.1191001023214053e-06,4.148107440629594e-06
1829.0854572713642,5.988739892321204e-06,2.04721365383785e-06,4.010102540064223e-06
1859.070464767616,5.7934112992924245e-06,1.9789012089692674e-06,3.878793367700206e-06
1889.0554722638678,5.607359020728324e-06,1.913928067182271e-06,3.753752310187798e-06
1919.0404797601198,5.430003629327158e-06,1.8520785778807922e-06,3.63458542611694e-06
1949.0254872563717,5.260810291858314e-06,1.7931543085509243e-06,3.520929308565029e-06
1979.0104947526236,5.09928471098169e-06,1.7369724142065413e-06,3.41244828257432e-06
